"_id",user_id,account_id,account_name,description,type,amount,date,extra_fields.category.0,extra_fields.category.1,extra_fields.category.2,extra_fields.category_id,extra_fields.merchant_name,extra_fields.name,extra_fields.payment_channel,extra_fields.payment_meta.payment_method,created_at
BD55CAF7-BF36-464B-A7B9-AA7CA8AB3A0C,94102846-0B6D-45D8-AFD1-DA80C54F6746,88F8D694-AFF0-4CFC-BBB6-C89D18059472,Chase - Plaid Money Market (4444),ACH Electronic CreditGUSTO PAY 123456,expense,-5850.0,2020-08-12T00:00:00.000Z,Transfer,Debit,,21006000,,ACH Electronic CreditGUSTO PAY 123456,other,ACH,2021-06-18T19:14:32.075Z
D2AAB241-5FF2-4B72-BE68-1BF9C3FD4801,94102846-0B6D-45D8-AFD1-DA80C54F6746,88F8D694-AFF0-4CFC-BBB6-C89D18059472,Chase - Plaid Money Market (4444),ACH Electronic CreditGUSTO PAY 123456,expense,-5850.0,2020-07-13T00:00:00.000Z,Transfer,Debit,,21006000,,ACH Electronic CreditGUSTO PAY 123456,other,ACH,2021-06-18T19:14:32.075Z
C368596E-81FE-4AC6-8ADC-DCE5F7EBB261,94102846-0B6D-45D8-AFD1-DA80C54F6746,88F8D694-AFF0-4CFC-BBB6-C89D18059472,Chase - Plaid Money Market (4444),ACH Electronic CreditGUSTO PAY 123456,expense,-5850.0,2020-06-13T00:00:00.000Z,Transfer,Debit,,21006000,,ACH Electronic CreditGUSTO PAY 123456,other,ACH,2021-06-18T19:14:32.075Z
BC1393E1-9BFF-467D-9995-E6288CD14ACD,94102846-0B6D-45D8-AFD1-DA80C54F6746,88F8D694-AFF0-4CFC-BBB6-C89D18059472,Chase - Plaid Money Market (4444),ACH Electronic CreditGUSTO PAY 123456,expense,-5850.0,2020-05-14T00:00:00.000Z,Transfer,Debit,,21006000,,ACH Electronic CreditGUSTO PAY 123456,other,ACH,2021-06-18T19:14:32.075Z
9770F0E8-7940-4F3B-92A2-4F52C5173087,94102846-0B6D-45D8-AFD1-DA80C54F6746,88F8D694-AFF0-4CFC-BBB6-C89D18059472,Chase - Plaid Money Market (4444),ACH Electronic CreditGUSTO PAY 123456,expense,-5850.0,2020-04-14T00:00:00.000Z,Transfer,Debit,,21006000,,ACH Electronic CreditGUSTO PAY 123456,other,ACH,2021-06-18T19:14:32.075Z
BD8DD431-065A-4C4B-B3AC-FE6DFFFF1B1C,94102846-0B6D-45D8-AFD1-DA80C54F6746,88F8D694-AFF0-4CFC-BBB6-C89D18059472,Chase - Plaid Money Market (4444),ACH Electronic CreditGUSTO PAY 123456,expense,-5850.0,2020-03-15T00:00:00.000Z,Transfer,Debit,,21006000,,ACH Electronic CreditGUSTO PAY 123456,other,ACH,2021-06-18T19:14:32.075Z
8EE18D19-4FCA-481C-90B1-8D0A6B536CA1,94102846-0B6D-45D8-AFD1-DA80C54F6746,88F8D694-AFF0-4CFC-BBB6-C89D18059472,Chase - Plaid Money Market (4444),ACH Electronic CreditGUSTO PAY 123456,expense,-5850.0,2020-02-14T00:00:00.000Z,Transfer,Debit,,21006000,,ACH Electronic CreditGUSTO PAY 123456,other,ACH,2021-06-18T19:14:32.075Z
61BADE2E-72C7-4D3C-9C97-5003CBD683BD,94102846-0B6D-45D8-AFD1-DA80C54F6746,88F8D694-AFF0-4CFC-BBB6-C89D18059472,Chase - Plaid Money Market (4444),ACH Electronic CreditGUSTO PAY 123456,expense,-5850.0,2020-01-15T00:00:00.000Z,Transfer,Debit,,21006000,,ACH Electronic CreditGUSTO PAY 123456,other,ACH,2021-06-18T19:14:32.075Z
D49AFF55-5B7A-4544-8FA3-996C9703CA73,94102846-0B6D-45D8-AFD1-DA80C54F6746,88F8D694-AFF0-4CFC-BBB6-C89D18059472,Chase - Plaid Money Market (4444),ACH Electronic CreditGUSTO PAY 123456,expense,-5850.0,2019-12-16T00:00:00.000Z,Transfer,Debit,,21006000,,ACH Electronic CreditGUSTO PAY 123456,other,ACH,2021-06-18T19:14:32.075Z
7322A3E3-C8D8-4807-8027-0F7CE3FDF46B,94102846-0B6D-45D8-AFD1-DA80C54F6746,88F8D694-AFF0-4CFC-BBB6-C89D18059472,Chase - Plaid Money Market (4444),ACH Electronic CreditGUSTO PAY 123456,expense,-5850.0,2019-11-16T00:00:00.000Z,Transfer,Debit,,21006000,,ACH Electronic CreditGUSTO PAY 123456,other,ACH,2021-06-18T19:14:32.075Z
94A93B4F-3C66-4A9F-A374-8BA1E09CFCD6,94102846-0B6D-45D8-AFD1-DA80C54F6746,88F8D694-AFF0-4CFC-BBB6-C89D18059472,Chase - Plaid Money Market (4444),ACH Electronic CreditGUSTO PAY 123456,expense,-5850.0,2019-10-17T00:00:00.000Z,Transfer,Debit,,21006000,,ACH Electronic CreditGUSTO PAY 123456,other,ACH,2021-06-18T19:14:32.075Z
ECCD1340-527E-4529-BBC2-80D7DB7F9C20,94102846-0B6D-45D8-AFD1-DA80C54F6746,88F8D694-AFF0-4CFC-BBB6-C89D18059472,Chase - Plaid Money Market (4444),ACH Electronic CreditGUSTO PAY 123456,expense,-5850.0,2019-09-17T00:00:00.000Z,Transfer,Debit,,21006000,,ACH Electronic CreditGUSTO PAY 123456,other,ACH,2021-06-18T19:14:32.075Z
7D6FB5E2-7DA7-4568-8939-DD7736BF3D31,94102846-0B6D-45D8-AFD1-DA80C54F6746,88F8D694-AFF0-4CFC-BBB6-C89D18059472,Chase - Plaid Money Market (4444),ACH Electronic CreditGUSTO PAY 123456,expense,-5850.0,2019-08-18T00:00:00.000Z,Transfer,Debit,,21006000,,ACH Electronic CreditGUSTO PAY 123456,other,ACH,2021-06-18T19:14:32.075Z
E473F6E4-D67C-4CE8-9585-9C188BF05DE7,94102846-0B6D-45D8-AFD1-DA80C54F6746,88F8D694-AFF0-4CFC-BBB6-C89D18059472,Chase - Plaid Money Market (4444),ACH Electronic CreditGUSTO PAY 123456,expense,-5850.0,2019-07-19T00:00:00.000Z,Transfer,Debit,,21006000,,ACH Electronic CreditGUSTO PAY 123456,other,ACH,2021-06-18T19:14:32.075Z
40E1AC5A-C342-4668-BEE0-ECC81F201474,94102846-0B6D-45D8-AFD1-DA80C54F6746,88F8D694-AFF0-4CFC-BBB6-C89D18059472,Chase - Plaid Money Market (4444),ACH Electronic CreditGUSTO PAY 123456,expense,-5850.0,2019-06-19T00:00:00.000Z,Transfer,Debit,,21006000,,ACH Electronic CreditGUSTO PAY 123456,other,ACH,2021-06-18T19:14:32.075Z
8A2253C9-7895-43DA-9147-B1F4D25F3C39,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2021-06-09T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
DA71DE68-CBE9-412F-A808-1B6000B80D67,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2021-06-04T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
8DDA2027-2D4F-4B1A-8A53-1843AE096881,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2021-05-10T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
C6ED29F6-63D5-4942-8186-9F2D1950989C,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2021-05-05T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
C03BAA53-C4C6-4AE3-9FE8-19042AB91644,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2021-04-10T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
8319ABCC-0B9F-40B2-BDFD-B2A2261E43DE,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2021-04-05T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
3B2710F4-05E8-46B2-A6F2-0317E1B47439,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2021-03-11T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
FEC06F8E-47DC-4F1E-8EE2-B73B27FC9022,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2021-03-06T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
43D140C3-D195-44A1-BFDC-D61BE600D55A,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2021-02-09T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
75BC2E88-8398-4F36-A8F0-800A3C4D427A,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2021-02-04T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
1EEE2C06-39E2-40DA-9083-622F07FDACBD,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2021-01-10T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
C9084801-3BB9-42B2-A6FB-A9BC6490A4C9,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2021-01-05T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
BE130844-8951-4AC5-94DF-F5F6179708C9,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2020-12-11T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
EA27E474-80CB-4814-ACD3-B8505DBFEF1E,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2020-12-06T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
9C892E3D-EB8C-403A-8141-9B13B7761FC6,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2020-11-11T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
6F11BB5B-08E8-4EE3-A8B3-4CA4AC723358,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2020-11-06T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
5C745067-9DD8-47DC-AA9C-FCFA345AAF3C,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2020-10-12T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
CAA2C958-5B05-4FE3-8E4B-E705B089C775,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2020-10-07T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
12E24557-F717-4C4E-ACCF-DDFF712223A9,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2020-09-12T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
F1B9F870-2154-4B85-B453-70162C698ED4,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2020-09-07T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
50FEB7D6-2EA3-4697-AD33-0B1174168DB2,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2020-08-13T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
8F0B2B90-D72B-461A-90BA-8D8B734FF9EE,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2020-08-08T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
55332E00-C44A-495D-9240-91C4B7161545,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2020-07-14T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
D6F1D2B3-9C85-4902-8F30-443619AF5BDF,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2020-07-09T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
0CF9D500-3118-4082-A02D-CF50201E7BE7,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2020-06-14T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
465C5722-19EF-428A-8A01-8F7DA2169545,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2020-06-09T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
7519B97F-C029-48EB-BED6-24610A21DCEF,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2020-05-15T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
487ABFE2-A75D-4075-99A8-D1D5ADA82496,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2020-05-10T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
83FE5C61-EFE4-40A5-A882-149E76DF6553,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2020-04-15T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
1F76073D-721D-4D79-ABA4-148F4B91D356,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2020-04-10T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
F9C89A68-84FD-4D61-8EA9-BBA11FB09DD8,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2020-03-16T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
AE0E08CE-58A8-42DB-9E16-10822E6A354F,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2020-03-11T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
F539CAD9-73A2-4F91-AEC4-EF9C9F1D0866,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2020-02-15T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
7403B947-2C3D-4446-8846-B4085BC1CF40,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2020-02-10T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
E689D35F-B7E2-4289-BE7A-6A608EF2B00B,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2020-01-16T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
1AAEFBC5-F004-4DBA-934C-ED2B4A1D374F,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2020-01-11T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
4BF2742A-0B32-4922-8F08-08FD09FB65B3,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2019-12-17T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
204B0F02-5618-4D55-A065-525A251B094D,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2019-12-12T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
8F5C3093-024B-4234-8AA5-7C9548EDD89E,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2019-11-17T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
F0282A6F-6420-42CB-9CE1-45642183D6CD,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2019-11-12T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
557B63B0-8175-4590-9C73-A79FFBDC223F,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2019-10-18T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
D2F1C27A-38FB-4043-A402-A7F4CA21DE01,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2019-10-13T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
23CF33CF-696D-4BF2-88AF-78EC1C7BAE19,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2019-09-18T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
E78EDED4-0F4E-4AED-B978-D0AE7179D5F0,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),INTRST PYMNT,income,4.22,2019-09-13T00:00:00.000Z,Transfer,Credit,,21005000,,INTRST PYMNT,other,,2021-06-18T19:14:36.757Z
9BDC5221-A357-4259-A430-38A7710EF77F,94102846-0B6D-45D8-AFD1-DA80C54F6746,A45E6AF9-A74D-4DA4-B341-D25F7745DEC0,Chase - Secondary (1111),CREDIT CARD 3333 PAYMENT *//,transfer,-25.0,2019-08-19T00:00:00.000Z,Payment,Credit Card,,16001000,,CREDIT CARD 3333 PAYMENT *//,other,,2021-06-18T19:14:36.757Z
